"onetoken" "Freq" "do.call..rbind...strsplit.as.character..onetoken.onetoken...."
"4532" "california" 50 "california"
"7805" "david" 50 "david"
"9754" "economic" 50 "economic"
"10994" "facebook" 50 "facebook"
"15226" "husband" 50 "husband"
"17858" "learn" 50 "learn"
"18651" "lower" 50 "lower"
"22237" "onto" 50 "onto"
"22406" "original" 50 "original"
"24697" "private" 50 "private"
"28266" "seven" 50 "seven"
"30335" "stopped" 50 "stopped"
"33011" "tweet" 50 "tweet"
"34634" "welcome" 50 "welcome"
"35345" "wrote" 50 "wrote"
"385" "addition" 49 "addition"
"5390" "chicago" 49 "chicago"
"10035" "email" 49 "email"
"10618" "events" 49 "events"
"10807" "expect" 49 "expect"
"12068" "forget" 49 "forget"
"12315" "fresh" 49 "fresh"
"13822" "haha" 49 "haha"
"15222" "hurt" 49 "hurt"
"17245" "kitchen" 49 "kitchen"
"17316" "knows" 49 "knows"
"17560" "lake" 49 "lake"
"19848" "met" 49 "met"
"20036" "mike" 49 "mike"
"24198" "popular" 49 "popular"
"24228" "portland" 49 "portland"
"25300" "quickly" 49 "quickly"
"26133" "released" 49 "released"
"26962" "romney" 49 "romney"
"28530" "shit" 49 "shit"
"5091" "certainly" 48 "certainly"
"5408" "chief" 48 "chief"
"9376" "dress" 48 "dress"
"9515" "due" 48 "due"
"11342" "feels" 48 "feels"
"11494" "figure" 48 "figure"
"13775" "ha" 48 "ha"
"13889" "hall" 48 "hall"
"15434" "image" 48 "image"
"16813" "judge" 48 "judge"
"19833" "message" 48 "message"
"22268" "opening" 48 "opening"
"23712" "pictures" 48 "pictures"
"26132" "release" 48 "release"
"30065" "star" 48 "star"
"926" "allowed" 47 "allowed"
"4446" "c" 47 "c"
"6329" "completely" 47 "completely"
"8398" "details" 47 "details"
"9712" "eating" 47 "eating"
"11289" "fear" 47 "fear"
"11357" "fell" 47 "fell"
"11962" "followed" 47 "followed"
"12680" "garden" 47 "garden"
"13613" "growing" 47 "growing"
"15670" "increase" 47 "increase"
"16475" "james" 47 "james"
"17610" "land" 47 "land"
"18803" "m" 47 "m"
"19268" "marriage" 47 "marriage"
"23083" "pass" 47 "pass"
"24575" "press" 47 "press"
"25495" "ran" 47 "ran"
"28168" "sent" 47 "sent"
"33097" "type" 47 "type"
"34270" "w" 47 "w"
"637" "agency" 46 "agency"
"809" "album" 46 "album"
"6040" "cold" 46 "cold"
"6996" "costs" 46 "costs"
"7231" "created" 46 "created"
"7999" "deep" 46 "deep"
"12519" "funny" 46 "funny"
"13977" "hands" 46 "hands"
"14430" "helped" 46 "helped"
"14784" "holiday" 46 "holiday"
"17148" "kid" 46 "kid"
"18573" "lord" 46 "lord"
"18586" "lose" 46 "lose"
"18937" "main" 46 "main"
"19040" "manager" 46 "manager"
"22025" "officers" 46 "officers"
"27653" "scene" 46 "scene"
"27955" "seconds" 46 "seconds"
"28220" "serious" 46 "serious"
"28920" "sitting" 46 "sitting"
"29666" "speak" 46 "speak"
"30718" "sugar" 46 "sugar"
"31175" "table" 46 "table"
"32438" "tough" 46 "tough"
"32461" "towards" 46 "towards"
"2894" "below" 45 "below"
"5496" "choice" 45 "choice"
"5533" "chris" 45 "chris"
"10746" "executive" 45 "executive"
"11575" "finish" 45 "finish"
"13611" "grow" 45 "grow"
"15300" "ice" 45 "ice"
"15640" "included" 45 "included"
"16111" "internet" 45 "internet"
"17836" "league" 45 "league"
"20052" "miles" 45 "miles"
"20289" "mix" 45 "mix"
"24635" "prices" 45 "prices"
"26702" "ride" 45 "ride"
"28008" "seem" 45 "seem"
"28221" "seriously" 45 "seriously"
"28235" "served" 45 "served"
"29372" "society" 45 "society"
"30531" "student" 45 "student"
"31441" "teacher" 45 "teacher"
"31629" "terms" 45 "terms"
"35334" "written" 45 "written"
"680" "agreed" 44 "agreed"
"1447" "apparently" 44 "apparently"
"3736" "bowl" 44 "bowl"
"4200" "build" 44 "build"
"5322" "cheese" 44 "cheese"
"7656" "daily" 44 "daily"
"7862" "de" 44 "de"
"8374" "despite" 44 "despite"
"8457" "development" 44 "development"
"9210" "double" 44 "double"
"15463" "immediately" 44 "immediately"
"16719" "join" 44 "join"
"17878" "leaves" 44 "leaves"
"19731" "member" 44 "member"
"20977" "named" 44 "named"
"21045" "nation" 44 "nation"
"23948" "player" 44 "player"
"26315" "reported" 44 "reported"
"26344" "republican" 44 "republican"
"27293" "safe" 44 "safe"
"32014" "throughout" 44 "throughout"
"32070" "tickets" 44 "tickets"
"32851" "trust" 44 "trust"
"34328" "walked" 44 "walked"
"35213" "workers" 44 "workers"
"35252" "worse" 44 "worse"
"1812" "ass" 43 "ass"
"2818" "beginning" 43 "beginning"
"4207" "built" 43 "built"
"7687" "damn" 43 "damn"
"9847" "effort" 43 "effort"
"11048" "failed" 43 "failed"
"11057" "fair" 43 "fair"
"11113" "families" 43 "families"
"11923" "focus" 43 "focus"
"12558" "g" 43 "g"
"12711" "gas" 43 "gas"
"18186" "liked" 43 "liked"
"18598" "lots" 43 "lots"
"18611" "louis" 43 "louis"
"18647" "low" 43 "low"
"19775" "mention" 43 "mention"
"22103" "older" 43 "older"
"22589" "overall" 43 "overall"
"22789" "paid" 43 "paid"
"23718" "piece" 43 "piece"
"24549" "present" 43 "present"
"24766" "product" 43 "product"
"24771" "products" 43 "products"
"25690" "reality" 43 "reality"
"26038" "regular" 43 "regular"
"26474" "restaurant" 43 "restaurant"
"26593" "review" 43 "review"
"26736" "rights" 43 "rights"
"26813" "river" 43 "river"
"27014" "rose" 43 "rose"
"27206" "runs" 43 "runs"
"28009" "seemed" 43 "seemed"
"28348" "shall" 43 "shall"
"28750" "sign" 43 "sign"
"29492" "songs" 43 "songs"
"30777" "sun" 43 "sun"
"31436" "tea" 43 "tea"
"31692" "texas" 43 "texas"
"32188" "tired" 43 "tired"
"32860" "truth" 43 "truth"
"34542" "wearing" 43 "wearing"
"34609" "weight" 43 "weight"
"35027" "winter" 43 "winter"
"1796" "asking" 42 "asking"
"2816" "begin" 42 "begin"
"3378" "blood" 42 "blood"
"4506" "cake" 42 "cake"
"4557" "calls" 42 "calls"
"5180" "changes" 42 "changes"
"5216" "characters" 42 "characters"
"5489" "chocolate" 42 "chocolate"
"5509" "choose" 42 "choose"
"5754" "clean" 42 "clean"
"6646" "construction" 42 "construction"
"9693" "easier" 42 "easier"
"11202" "fast" 42 "fast"
"15763" "industry" 42 "industry"
"16026" "insurance" 42 "insurance"
"16086" "interested" 42 "interested"
"18303" "listen" 42 "listen"
"19038" "management" 42 "management"
"19782" "menu" 42 "menu"
"20185" "minute" 42 "minute"
"21070" "nature" 42 "nature"
"22022" "officer" 42 "officer"
"22264" "opened" 42 "opened"
"24174" "poor" 42 "poor"
"25248" "quarter" 42 "quarter"
"27278" "sad" 42 "sad"
"27526" "sauce" 42 "sauce"
"28899" "sister" 42 "sister"
"29999" "stage" 42 "stage"
"31376" "taste" 42 "taste"
"31664" "test" 42 "test"
"31954" "thoughts" 42 "thoughts"
"32451" "tournament" 42 "tournament"
"32974" "turns" 42 "turns"
"35464" "ya" 42 "ya"
"1727" "article" 41 "article"
"1870" "association" 41 "association"
"5175" "changed" 41 "changed"
"6733" "contract" 41 "contract"
"9433" "drop" 41 "drop"
"9682" "earth" 41 "earth"
"10611" "evening" 41 "evening"
"10622" "eventually" 41 "eventually"
"10655" "evidence" 41 "evidence"
"12000" "football" 41 "football"
"13026" "gives" 41 "gives"
"13244" "google" 41 "google"
"13360" "grand" 41 "grand"
"15413" "illinois" 41 "illinois"
"16141" "interview" 41 "interview"
"17526" "lady" 41 "lady"
"17825" "leading" 41 "leading"
"19474" "mayor" 41 "mayor"
"23720" "pieces" 41 "pieces"
"24523" "prepared" 41 "prepared"
"25191" "putting" 41 "putting"
"26789" "risk" 41 "risk"
"27498" "sat" 41 "sat"
"28234" "serve" 41 "serve"
"28948" "size" 41 "size"
"29940" "square" 41 "square"
"30545" "study" 41 "study"
"32209" "title" 41 "title"
"32420" "totally" 41 "totally"
"145" "absolutely" 40 "absolutely"
"386" "additional" 40 "additional"
"5226" "charges" 40 "charges"
"7251" "credit" 40 "credit"
"8345" "design" 40 "design"
"8581" "difference" 40 "difference"
"10246" "english" 40 "english"
"11652" "fish" 40 "fish"
"12407" "fruit" 40 "fruit"
"12434" "fuck" 40 "fuck"
"13322" "grade" 40 "grade"
"13620" "growth" 40 "growth"
"14314" "hearing" 40 "hearing"
"17215" "king" 40 "king"
"17703" "latest" 40 "latest"
"18697" "luck" 40 "luck"
"20619" "mothers" 40 "mothers"
"22792" "pain" 40 "pain"
"23646" "photo" 40 "photo"
"24318" "potential" 40 "potential"
"24625" "previous" 40 "previous"
"25449" "raised" 40 "raised"
"25573" "rate" 40 "rate"
"25661" "readers" 40 "readers"
"25851" "records" 40 "records"
"28632" "showed" 40 "showed"
"30097" "starts" 40 "starts"
"32250" "todays" 40 "todays"
"32519" "traditional" 40 "traditional"
"32525" "traffic" 40 "traffic"
"33964" "version" 40 "version"
"34032" "victory" 40 "victory"
"1603" "areas" 39 "areas"
"1746" "arts" 39 "arts"
"2569" "base" 39 "base"
"2758" "becomes" 39 "becomes"
"3100" "bigger" 39 "bigger"
"6599" "consider" 39 "consider"
"13086" "global" 39 "global"
"16848" "jump" 39 "jump"
"17880" "leaving" 39 "leaving"
"18102" "library" 39 "library"
"20250" "missing" 39 "missing"
"21663" "note" 39 "note"
"21709" "novel" 39 "novel"
"22373" "oregon" 39 "oregon"
"23053" "particular" 39 "particular"
"23657" "photos" 39 "photos"
"24876" "property" 39 "property"
"25241" "quality" 39 "quality"
"25349" "r" 39 "r"
"25514" "range" 39 "range"
"25796" "recipe" 39 "recipe"
"30246" "stick" 39 "stick"
"31412" "taxes" 39 "taxes"
"31546" "telling" 39 "telling"
"31576" "ten" 39 "ten"
"32443" "tour" 39 "tour"
"34384" "wanna" 39 "wanna"
"34540" "wear" 39 "wear"
"2676" "beach" 38 "beach"
"3748" "box" 38 "box"
"3812" "brand" 38 "brand"
"7903" "debt" 38 "debt"
"10529" "etc" 38 "etc"
"10924" "extra" 38 "extra"
"11554" "finding" 38 "finding"
"12172" "fourth" 38 "fourth"
"13606" "groups" 38 "groups"
"15002" "hotel" 38 "hotel"
"16889" "justice" 38 "justice"
"17110" "key" 38 "key"
"18585" "los" 38 "los"
"20244" "missed" 38 "missed"
"21417" "nights" 38 "nights"
"21546" "none" 38 "none"
"22086" "okay" 38 "okay"
"22501" "ourselves" 38 "ourselves"
"22727" "p" 38 "p"
"23690" "picked" 38 "picked"
"24104" "policy" 38 "policy"
"24256" "positive" 38 "positive"
"24804" "programs" 38 "programs"
"26676" "rich" 38 "rich"
"27301" "safety" 38 "safety"
"28135" "senate" 38 "senate"
"28756" "signed" 38 "signed"
"29858" "sports" 38 "sports"
"30598" "subject" 38 "subject"
"31496" "technology" 38 "technology"
"32016" "throw" 38 "throw"
"32505" "trade" 38 "trade"
"32638" "travel" 38 "travel"
"33403" "union" 38 "union"
"34572" "wedding" 38 "wedding"
"35021" "winning" 38 "winning"
"35249" "worry" 38 "worry"
"678" "agree" 37 "agree"
"696" "ahead" 37 "ahead"
"1294" "annual" 37 "annual"
"2630" "battle" 37 "battle"
"6235" "committee" 37 "committee"
"6385" "computer" 37 "computer"
"6604" "considered" 37 "considered"
"6918" "corner" 37 "corner"
"7538" "currently" 37 "currently"
"7579" "cute" 37 "cute"
"7638" "dad" 37 "dad"
"9043" "doctor" 37 "doctor"
"9098" "dollars" 37 "dollars"
"9453" "drug" 37 "drug"
"11315" "february" 37 "february"
"12876" "george" 37 "george"
"13136" "goals" 37 "goals"
"13176" "gold" 37 "gold"
"13180" "golden" 37 "golden"
"14306" "healthy" 37 "healthy"
"14436" "helping" 37 "helping"
"14774" "holding" 37 "holding"
"14923" "hoping" 37 "hoping"
"16387" "items" 37 "items"
"18643" "loving" 37 "loving"
"19241" "marketing" 37 "marketing"
"19604" "meat" 37 "meat"
"20979" "names" 37 "names"
"21668" "notes" 37 "notes"
"21762" "numbers" 37 "numbers"
"22337" "orange" 37 "orange"
"23056" "parties" 37 "parties"
"23911" "planning" 37 "planning"
"25202" "q" 37 "q"
"25775" "receive" 37 "receive"
"26321" "reports" 37 "reports"
"30299" "stock" 37 "stock"
"30886" "supposed" 37 "supposed"
"31538" "television" 37 "television"
"32715" "trial" 37 "trial"
"32839" "truly" 37 "truly"
"33849" "various" 37 "various"
"34244" "voters" 37 "voters"
"34409" "warm" 37 "warm"
"35278" "wow" 37 "wow"
"35327" "writer" 37 "writer"
"35492" "yard" 37 "yard"
"98" "ability" 36 "ability"
"221" "account" 36 "account"
"1513" "approach" 36 "approach"
"2918" "benefit" 36 "benefit"
"4001" "british" 36 "british"
"4875" "cases" 36 "cases"
"5860" "closed" 36 "closed"
"6217" "comments" 36 "comments"
"6334" "complex" 36 "complex"
"6664" "contact" 36 "contact"
"9225" "doubt" 36 "doubt"
"9696" "easily" 36 "easily"
"10703" "except" 36 "except"
"11002" "faces" 36 "faces"
"11071" "faith" 36 "faith"
"13053" "glass" 36 "glass"
"14027" "happens" 36 "happens"
"15442" "imagine" 36 "imagine"
"17175" "kill" 36 "kill"
"17822" "leaders" 36 "leaders"
"18030" "letter" 36 "letter"
"18349" "lived" 36 "lived"
"18633" "lovely" 36 "lovely"
"19593" "meant" 36 "meant"
"21062" "natural" 36 "natural"
"22015" "offering" 36 "offering"
"25295" "quick" 36 "quick"
"25448" "raise" 36 "raise"
"26502" "results" 36 "results"
"27962" "secret" 36 "secret"
"29416" "sold" 36 "sold"
"31442" "teachers" 36 "teachers"
"32460" "toward" 36 "toward"
"1458" "appears" 35 "appears"
"2457" "banks" 35 "banks"
"3690" "bottom" 35 "bottom"
"4042" "broken" 35 "broken"
"4416" "buying" 35 "buying"
"4928" "catch" 35 "catch"
"4964" "caught" 35 "caught"
"5222" "charge" 35 "charge"
"5772" "clearly" 35 "clearly"
"10261" "enjoyed" 35 "enjoyed"
"17311" "knowledge" 35 "knowledge"
"19231" "mark" 35 "mark"
"19587" "meaning" 35 "meaning"
"20827" "murder" 35 "murder"
"21714" "november" 35 "november"
"22014" "offered" 35 "offered"
"22291" "opinion" 35 "opinion"
"23007" "parking" 35 "parking"
"23417" "performance" 35 "performance"
"23791" "pink" 35 "pink"
"23994" "plenty" 35 "plenty"
"25395" "radio" 35 "radio"
"25728" "reasons" 35 "reasons"
"26360" "required" 35 "required"
"27361" "salt" 35 "salt"
"28051" "self" 35 "self"
"28574" "shopping" 35 "shopping"
"29826" "spokesman" 35 "spokesman"
"29863" "spot" 35 "spot"
"33028" "twice" 35 "twice"
"33779" "valley" 35 "valley"
"34861" "whos" 35 "whos"
"1217" "angeles" 34 "angeles"
"1960" "attack" 34 "attack"
"2138" "avenue" 34 "avenue"
"3954" "bridge" 34 "bridge"
"4595" "camp" 34 "camp"
"5234" "charles" 34 "charles"
"6720" "continued" 34 "continued"
"7237" "creative" 34 "creative"
"7591" "cuts" 34 "cuts"
"7788" "date" 34 "date"
"8561" "die" 34 "die"
"9419" "driving" 34 "driving"
"9835" "effect" 34 "effect"
"10190" "ended" 34 "ended"
"11120" "famous" 34 "famous"
"14026" "happening" 34 "happening"
"14836" "homes" 34 "homes"
"14877" "honor" 34 "honor"
"15436" "images" 34 "images"
"16746" "jones" 34 "jones"
"17309" "knowing" 34 "knowing"
"17509" "lack" 34 "lack"
"18265" "link" 34 "link"
"20063" "military" 34 "military"
"20134" "mine" 34 "mine"
"20678" "movement" 34 "movement"
"22782" "pages" 34 "pages"
"23189" "paul" 34 "paul"
"24767" "production" 34 "production"
"24957" "proud" 34 "proud"
"26447" "respect" 34 "respect"
"27782" "scored" 34 "scored"
"27972" "section" 34 "section"
"28566" "shop" 34 "shop"
"29222" "smith" 34 "smith"
"34700" "western" 34 "western"
"187" "accept" 33 "accept"
"193" "access" 33 "access"
"432" "administration" 33 "administration"
"1392" "anymore" 33 "anymore"
"2820" "begins" 33 "begins"
"3795" "brain" 33 "brain"
"5731" "classic" 33 "classic"
"6225" "commission" 33 "commission"
"6820" "cook" 33 "cook"
"10302" "enter" 33 "enter"
"10577" "european" 33 "european"
"10640" "everybody" 33 "everybody"
"13449" "greater" 33 "greater"
"14585" "highest" 33 "highest"
"14636" "hill" 33 "hill"
"15700" "independent" 33 "independent"
"16423" "jack" 33 "jack"
"17820" "leader" 33 "leader"
"18217" "limited" 33 "limited"
"18638" "loves" 33 "loves"
"20685" "movies" 33 "movies"
"22028" "official" 33 "official"
"23885" "placed" 33 "placed"
"25646" "reach" 33 "reach"
"27339" "sale" 33 "sale"
"27796" "scott" 33 "scott"
"28106" "sell" 33 "sell"
"28110" "selling" 33 "selling"
"28243" "serving" 33 "serving"
"28291" "sex" 33 "sex"
"29114" "slightly" 33 "slightly"
"30666" "successful" 33 "successful"
"31842" "theyve" 33 "theyve"
"32677" "treatment" 33 "treatment"
"34464" "watched" 33 "watched"
"35017" "winner" 33 "winner"
"381" "adding" 32 "adding"
"520" "advice" 32 "advice"
"1412" "apart" 32 "apart"
"2359" "balance" 32 "balance"
"3990" "brings" 32 "brings"
"4553" "calling" 32 "calling"
"5689" "claim" 32 "claim"
"5940" "coast" 32 "coast"
"6536" "congress" 32 "congress"
"7357" "cross" 32 "cross"
"8349" "designed" 32 "designed"
"8437" "detroit" 32 "detroit"
"8689" "directly" 32 "directly"
"9476" "dry" 32 "dry"
"9858" "egg" 32 "egg"
"10508" "estate" 32 "estate"
"10823" "expensive" 32 "expensive"
"11123" "fan" 32 "fan"
"11167" "farm" 32 "farm"
"11510" "filled" 32 "filled"
"12024" "forced" 32 "forced"
"14159" "hasnt" 32 "hasnt"
"15641" "includes" 32 "includes"
"16213" "investigation" 32 "investigation"
"16696" "joe" 32 "joe"
"17137" "kick" 32 "kick"
"17634" "language" 32 "language"
"17823" "leadership" 32 "leadership"
"17950" "legs" 32 "legs"
"18120" "lie" 32 "lie"
"18309" "listening" 32 "listening"
"18488" "london" 32 "london"
"20937" "n" 32 "n"
"21144" "necessary" 32 "necessary"
"21197" "neighborhood" 32 "neighborhood"
"23069" "parts" 32 "parts"
"28247" "session" 32 "session"
"30436" "strength" 32 "strength"
"32430" "touch" 32 "touch"
"34919" "wild" 32 "wild"
"35154" "wood" 32 "wood"
"35430" "x" 32 "x"
"2356" "baking" 31 "baking"
"2646" "bay" 31 "bay"
"3351" "block" 31 "block"
"4757" "cards" 31 "cards"
"5079" "century" 31 "century"
"5446" "china" 31 "china"
"5535" "christ" 31 "christ"
"5878" "clothes" 31 "clothes"
"6413" "concert" 31 "concert"
"6721" "continues" 31 "continues"
"7917" "decades" 31 "decades"
"9403" "drinking" 31 "drinking"
"9873" "eight" 31 "eight"
"10753" "exercise" 31 "exercise"
"11501" "filed" 31 "filed"
"11618" "firm" 31 "firm"
"11957" "folks" 31 "folks"
"12057" "forever" 31 "forever"
"12149" "foundation" 31 "foundation"
"12479" "fully" 31 "fully"
"12750" "gay" 31 "gay"
"15742" "individual" 31 "individual"
"17041" "keeping" 31 "keeping"
"17921" "legal" 31 "legal"
"18193" "likes" 31 "likes"
"18255" "lines" 31 "lines"
"20356" "modern" 31 "modern"
"20654" "mountain" 31 "mountain"
"22706" "owner" 31 "owner"
"22803" "paint" 31 "paint"
"23054" "particularly" 31 "particularly"
"23254" "peace" 31 "peace"
"23538" "peter" 31 "peter"
"23914" "plant" 31 "plant"
"24774" "professional" 31 "professional"
"25693" "realize" 31 "realize"
"26937" "roll" 31 "roll"
"27332" "salad" 31 "salad"
"27907" "search" 31 "search"
"28701" "sick" 31 "sick"
"28852" "singing" 31 "singing"
"29153" "slow" 31 "slow"
"29217" "smile" 31 "smile"
"29885" "spread" 31 "spread"
"30049" "standing" 31 "standing"
"30928" "surprise" 31 "surprise"
"31547" "tells" 31 "tells"
"31622" "term" 31 "term"
"31956" "thousands" 31 "thousands"
"33295" "understanding" 31 "understanding"
"34850" "whom" 31 "whom"
"1253" "animals" 30 "animals"
"1282" "announced" 30 "announced"
"1641" "arizona" 30 "arizona"
"1970" "attempt" 30 "attempt"
"2062" "austin" 30 "austin"
"2178" "awards" 30 "awards"
"2759" "becoming" 30 "becoming"
"3862" "breakfast" 30 "breakfast"
"4390" "butter" 30 "butter"
"4845" "carry" 30 "carry"
"5541" "christian" 30 "christian"
"6788" "conversation" 30 "conversation"
"7931" "december" 30 "december"
"9281" "downtown" 30 "downtown"
"11857" "florida" 30 "florida"
"14720" "hits" 30 "hits"
"15671" "increased" 30 "increased"
"16714" "johnson" 30 "johnson"
"16778" "journey" 30 "journey"
"17664" "largest" 30 "largest"
"19349" "mass" 30 "mass"
"20852" "museum" 30 "museum"
"21112" "nd" 30 "nd"
"21207" "neither" 30 "neither"
"22303" "opportunities" 30 "opportunities"
"23011" "parks" 30 "parks"
"23096" "passion" 30 "passion"
"23888" "places" 30 "places"
"23908" "planned" 30 "planned"
"25088" "pulled" 30 "pulled"
"25434" "rain" 30 "rain"
"25575" "rates" 30 "rates"
"26461" "response" 30 "response"
"26756" "ring" 30 "ring"
"27246" "ryan" 30 "ryan"
"27460" "santa" 30 "santa"
"27924" "seat" 30 "seat"
"28680" "shut" 30 "shut"
"29590" "southern" 30 "southern"
"30125" "station" 30 "station"
"30539" "studio" 30 "studio"
"30694" "suddenly" 30 "suddenly"
"31917" "thomas" 30 "thomas"
"32129" "tim" 30 "tim"
"33366" "unfortunately" 30 "unfortunately"
"34261" "vs" 30 "vs"
"34974" "wind" 30 "wind"
"592" "afraid" 29 "afraid"
"2078" "author" 29 "author"
"2180" "aware" 29 "aware"
"2593" "basketball" 29 "basketball"
"3186" "birth" 29 "birth"
"4848" "cars" 29 "cars"
"4919" "cat" 29 "cat"
"5182" "changing" 29 "changing"
"5529" "chose" 29 "chose"
"6210" "comment" 29 "comment"
"6410" "concerned" 29 "concerned"
"6938" "corporate" 29 "corporate"
"7490" "culture" 29 "culture"
"7699" "dance" 29 "dance"
"9781" "edge" 29 "edge"
"9837" "effective" 29 "effective"
"9850" "efforts" 29 "efforts"
"11311" "features" 29 "features"
"11670" "fit" 29 "fit"
